Cluster,Placename,State,Lat,Long
2801,Bhawanipur,Bihar,27.247009999999996,84.5692
6287,Banwaripur,Bihar,25.81511,85.00593
6257,Reriati Urf Kutubpur,Bihar,25.69602,85.60942
4935,Mayapur,Bihar,24.643929999999997,85.20553000000001
6934,Mirzapur,Bihar,25.98545,84.2716
5053,Surungapur,Bihar,25.4187,84.705
2097,Gopalpur,Bihar,26.58675,85.999
5105,Shahbazpur,Bihar,25.17526,85.65248000000001
4564,Lodipur,Bihar,25.8462,86.24691
3421,Barhampur,Bihar,26.33069,86.44731
3627,Bishunpur,Bihar,25.71667,87.62486
2676,Barhampur,Bihar,26.01105,86.48486
4821,Jalalpur,Bihar,25.79427,84.68549
4730,Gopalpur,Bihar,26.5094,85.6205
3522,Bariariya Tola Rajpur,Bihar,26.46085,84.71558
3201,Bariarpur,Bihar,26.22389,87.16913000000001
6013,Daulatpur,Bihar,25.7136,86.03631999999999
5951,Paranpur,Bihar,25.630689999999998,86.23121
4906,Daulatpur,Bihar,24.97746,86.21533000000001
4914,Khawa Rajpur,Bihar,25.21571,86.3104
4594,Kumarpur,Bihar,25.20455,86.37923
5104,Bariarpur,Bihar,25.19461,85.55015999999999
2804,Bariarpur,Bihar,26.922909999999998,84.35987
5036,Bariarpur,Bihar,25.49725,85.75719000000001
6175,Gohi Bishunpur,Bihar,25.927452,85.862575
6270,Sandalpur,Bihar,25.89457,84.92858000000001
3993,Hanspur,Bihar,25.56062,87.85688
4337,Jagatpur,Bihar,24.89337,87.07618000000001
4451,Lodipur,Bihar,25.23657,86.99835999999999
4546,Chandpur,Bihar,25.23786,86.90363
7098,Girdharpur,Bihar,25.41454,84.02058000000001
6616,Fatehpur,Bihar,25.13646,83.57661
6133,Tulshipur,Bihar,24.95351,83.75307
3570,Basantpur,Bihar,25.65399,87.66112
3623,Dumaria Bishunpur,Bihar,25.459757,87.56230500000001
3478,Birpur,Bihar,26.08128,87.84493
5086,Jagarnathpur,Bihar,26.20107,85.18576999999999
2802,Basantpur,Bihar,27.02453,84.33118
2824,Haraj Tola Lachhmipur,Bihar,26.657790000000002,85.009
3739,Chandpur,Bihar,25.52625,87.24469
5674,Suratpur,Bihar,25.84512,85.88620999999999
6019,Madhopur,Bihar,26.004579999999997,84.53358
5594,Madhopur,Bihar,26.40503,85.48971
6267,Kamalpur,Bihar,25.70497,85.41614
5111,Fakapur,Bihar,26.38634,85.30897
5499,Sirdilpur,Bihar,26.052210000000002,85.97402
4962,Basatpur,Bihar,26.3952,84.30634
