hill_DensityBasedClustering4minfeature.OBJECTID,hill_DensityBasedClustering4minfeature.SOURCE_ID,cluster,hill_DensityBasedClustering4minfeature.PROB,hill_DensityBasedClustering4minfeature.OUTLIER,hill_DensityBasedClustering4minfeature.EXEMPLAR,hill_DensityBasedClustering4minfeature.STABILITY,hill_DensityBasedClustering4minfeature.COLOR_ID,hill.FID,Suffix,Placename,State,Lat,Long
712,711,38,0.874824927,0.125175073,0,0.066661687,6,711,hill,Union Hill,IL,38.5881055,-90.0059381
715,714,38,1,0,1,0.066661687,6,714,hill,Briar Hill,IL,38.5731061,-90.0631625
716,715,38,0.213502859,0.786497141,0,0.066661687,6,715,hill,Kendall Hill,IL,38.8497698,-90.0437161
717,716,20,0.745787616,0.254212384,0,0.005272898,1,716,hill,Pleasant Hill,IL,42.2650159,-90.2354066
718,717,29,0.544947647,0.455052353,0,0.018958928,6,717,hill,Hidden Hill,IL,42.0416929,-88.3578583
719,718,60,1,0,1,0.000532273,1,718,hill,Hickory Hill,IL,38.4964369,-88.7503346
720,719,29,0.956086827,0.043913173,0,0.018958928,6,719,hill,Fort Hill,IL,42.335022,-88.1123037
721,720,29,0.389887688,0.610112312,0,0.018958928,6,720,hill,Forest Hill,IL,41.7569778,-87.6828288
722,721,29,0.52611802,0.47388198,0,0.018958928,6,721,hill,Boulder Hill,IL,41.7125295,-88.3361819
723,722,29,0.52611802,0.47388198,0,0.018958928,6,722,hill,Homeward Hill,IL,41.9653049,-88.3859122
724,723,29,1,0,1,0.018958928,6,723,hill,Beacon Hill,IL,42.2016912,-88.0509097
725,724,29,1,0,1,0.018958928,6,724,hill,Chapel Hill,IL,42.1780804,-88.1000772
726,725,29,1,0,1,0.018958928,6,725,hill,Park Hill,IL,42.1575252,-88.0959098
727,726,29,0.634229424,0.365770576,0,0.018958928,6,726,hill,Thorn Hill,IL,42.1352778,-87.8138889
728,727,29,0.839153676,0.160846324,0,0.018958928,6,727,hill,Normandy Hill,IL,42.1388889,-87.8758333
729,728,29,0.752451263,0.247548737,0,0.018958928,6,728,hill,Summerhill,IL,42.1141667,-87.8627778
730,729,29,0.52611802,0.47388198,0,0.018958928,6,729,hill,Royce Hill,IL,41.7188889,-88.1105556
731,730,29,0.401719407,0.598280593,0,0.018958928,6,730,hill,Beverly Hill,IN,41.5489285,-86.9855853
733,732,66,1,0,1,0.043266172,2,732,hill,Broom Hill,IN,38.4489519,-85.8774685
734,733,47,0.711902157,0.288097843,0,0.013805425,3,733,hill,Bunker Hill,IN,39.5664359,-86.4413842
736,735,47,1,0,1,0.013805425,3,735,hill,Chapel Hill,IN,39.7750438,-86.281935
737,736,25,0.918922126,0.081077874,0,0.028117536,5,736,hill,Cottage Hill,IN,39.5169848,-87.1491825
738,737,25,0.828766688,0.171233312,0,0.028117536,5,737,hill,Crompton Hill,IN,39.6558703,-87.4191856
739,738,47,0.87039631,0.12960369,0,0.013805425,3,738,hill,Federal Hill,IN,40.0461475,-86.0238738
740,739,25,1,0,1,0.028117536,5,739,hill,Ferguson Hill,IN,39.4817026,-87.4564101
741,740,158,1,0,1,0.00999827,7,740,hill,Forest Hill,IN,37.9783755,-87.6097392
743,742,47,1,0,1,0.013805425,3,742,hill,Fox Hill,IN,39.6006022,-86.2838795
744,743,29,0.251840089,0.748159911,0,0.018958928,6,743,hill,Golden Hill,IN,40.7103164,-86.760567
746,745,29,0.251840089,0.748159911,0,0.018958928,6,745,hill,Green Hill,IN,40.413647,-87.1111229
747,746,29,0.401719407,0.598280593,0,0.018958928,6,746,hill,Independence Hill,IN,41.4761474,-87.3672589
748,747,25,0.665603571,0.334396429,0,0.028117536,5,747,hill,Jackson Hill,IN,39.1683747,-87.3619626
749,748,158,1,0,1,0.00999827,7,748,hill,Knob Hill,IN,38.0322645,-87.518626
750,749,25,0.98822386,0.01177614,0,0.028117536,5,749,hill,Larimer Hill,IN,39.4555918,-87.4719658
752,751,158,1,0,1,0.00999827,7,751,hill,Melody Hill,IN,38.0261534,-87.5158479
754,753,158,0.670297678,0.329702322,0,0.00999827,7,753,hill,Oak Hill,IN,38.3044917,-87.3744584
755,754,25,1,0,1,0.028117536,5,754,hill,Old Hill,IN,39.3019852,-87.2075151
756,755,25,1,0,1,0.028117536,5,755,hill,Purdy Hill,IN,39.5067059,-87.2086279
757,756,158,0.656553316,0.343446684,0,0.00999827,7,756,hill,Rock Hill,IN,37.9450504,-87.0399966
759,758,47,1,0,1,0.013805425,3,758,hill,Shooters Hill,IN,39.8300419,-86.1822104
760,759,25,1,0,1,0.028117536,5,759,hill,Spring Hill,IN,39.4125379,-87.3772416
761,760,48,0.762646489,0.237353511,0,0.005626727,4,760,hill,Town Hill,IN,39.1981044,-86.2466566
762,761,158,0.824858022,0.175141978,0,0.00999827,7,761,hill,Turpin Hill,IN,38.1422696,-87.2902854
763,762,29,0.357314396,0.642685604,0,0.018958928,6,762,hill,Westhill,IN,41.464761,-87.097253
764,763,66,1,0,1,0.043266172,2,763,hill,Bunker Hill,IN,38.5736708,-85.8944151
767,766,29,0.241120248,0.758879752,0,0.018958928,6,766,hill,Clarks Hill,IN,40.2469805,-86.7250055
770,769,29,0.277665241,0.722334759,0,0.018958928,6,769,hill,Indian Hill,IN,41.3253195,-86.6833495
771,770,25,0.82143984,0.17856016,0,0.028117536,5,770,hill,Snow Hill,IN,39.6555965,-87.1700146
772,771,47,1,0,1,0.013805425,3,771,hill,Spring Hill,IN,39.6200465,-86.1183194
773,772,48,1,0,1,0.005626727,4,772,hill,Chapel Hill,IN,38.9983826,-86.4491598
774,773,48,1,0,1,0.005626727,4,773,hill,Dover Hill,IN,38.7250503,-86.8027778
775,774,48,1,0,1,0.005626727,4,774,hill,Patton Hill,IN,38.9006055,-86.5380503
776,775,48,1,0,1,0.005626727,4,775,hill,Red Hill,IN,38.9333823,-86.5977747
777,776,66,1,0,1,0.043266172,2,776,hill,Daisy Hill,IN,38.5061716,-85.939416
778,777,66,1,0,1,0.043266172,2,777,hill,Chestnut Hill,IN,38.4758948,-85.9327486
779,778,47,0.610768573,0.389231427,0,0.013805425,3,778,hill,Pleasant Hill,IN,39.8661543,-85.6871989
780,779,47,0.924175231,0.075824769,0,0.013805425,3,779,hill,Chestnut Hill,IN,39.9402778,-85.9552778
781,780,47,1,0,1,0.013805425,3,780,hill,Spyglass Hill,IN,39.9544444,-85.985
786,785,19,1,0,1,0.001617327,6,785,hill,Oak Hill,KS,39.2483279,-97.3414139
787,786,19,1,0,1,0.001617327,6,786,hill,Bluemont Hill,KS,39.1927748,-96.5600024
789,788,28,0.601549218,0.398450782,0,0.00639943,4,788,hill,Spring Hill,KS,38.7430646,-94.8255166
791,790,19,1,0,1,0.001617327,6,790,hill,Blue Hill,KS,39.306953,-98.3636702
792,791,19,1,0,1,0.001617327,6,791,hill,Cottage Hill,KS,39.597222,-96.7497381
793,792,87,1,0,1,0.016026535,8,792,hill,Blueberry Hill,KY,37.9817447,-84.522439
794,793,87,1,0,1,0.016026535,8,793,hill,Cardinal Hill,KY,38.0428549,-84.5388289
795,794,88,1,0,1,0.010781495,5,794,hill,Clark Hill,KY,38.2950809,-83.1907326
796,795,88,0.769382977,0.230617023,0,0.010781495,5,795,hill,Fairview Hill,KY,38.2845263,-82.9198898
798,797,65,1,0,1,0.118050561,1,797,hill,Freys Hill,KY,38.292292,-85.5630161
799,798,158,1,0,1,0.00999827,7,798,hill,Graham Hill,KY,37.8233762,-87.5300106
802,801,84,1,0,1,0.004972215,5,801,hill,Lawhorn Hill,KY,37.3000746,-84.8538391
804,803,84,0.824844721,0.175155279,0,0.004972215,5,803,hill,Oak Hill,KY,37.0581325,-84.6463309
805,804,176,1,0,1,0.005254444,5,804,hill,Oak Hill,KY,37.2106001,-87.4566654
806,805,88,1,0,1,0.010781495,5,805,hill,Olive Hill,KY,38.3000809,-83.1740654
807,806,176,1,0,1,0.005254444,5,806,hill,Pleasant Green Hill,KY,36.9292118,-87.5272286
809,808,87,0.55204505,0.44795495,0,0.016026535,8,808,hill,Round Hill,KY,37.6789696,-84.4160463
810,809,84,1,0,1,0.004972215,5,809,hill,Science Hill,KY,37.1770222,-84.6357766
812,811,188,0.905661333,0.094338667,0,0.004478596,3,811,hill,Springhill,KY,36.9761529,-86.4797138
815,814,87,0.566679522,0.433320478,0,0.016026535,8,814,hill,Zion Hill,KY,38.1200753,-84.6377217
816,815,82,1,0,1,0.003683318,4,815,hill,Bald Hill,KY,38.3570223,-83.71464
818,817,188,1,0,1,0.004478596,3,817,hill,Chapel Hill,KY,36.7197646,-86.2927676
819,818,176,0.977745418,0.022254582,0,0.005254444,5,818,hill,Church Hill,KY,36.802269,-87.5722336
820,819,86,0.834010699,0.165989301,0,0.005483464,7,819,hill,College Hill,KY,37.7867469,-84.1232606
822,821,84,0.753367628,0.246632372,0,0.004972215,5,821,hill,Davis Hill,KY,37.6486869,-84.8366178
824,823,84,0.799791245,0.200208755,0,0.004972215,5,823,hill,Dunbar Hill,KY,37.2159006,-85.1716253
827,826,84,1,0,1,0.004972215,5,826,hill,Fonthill,KY,37.0839589,-85.0035646
828,827,176,1,0,1,0.005254444,5,827,hill,Fruit Hill,KY,37.0047655,-87.3683345
829,828,188,1,0,1,0.004478596,3,828,hill,Greenhill,KY,36.9080982,-86.3158222
830,829,82,1,0,1,0.003683318,4,829,hill,Herron Hill,KY,38.5897975,-83.4968568
831,830,88,1,0,1,0.010781495,5,830,hill,Iron Hill,KY,38.4061911,-83.0379505
834,833,176,0.977745418,0.022254582,0,0.005254444,5,833,hill,Pleasant Hill,KY,36.9072661,-87.3686147
835,834,176,0.779171173,0.220828827,0,0.005254444,5,834,hill,Pleasant Hill,KY,37.1803223,-86.8652714
837,836,188,1,0,1,0.004478596,3,836,hill,Red Hill,KY,36.7411532,-86.2991567
840,839,188,0.860870098,0.139129902,0,0.004478596,3,839,hill,Rocky Hill,KY,36.9400478,-86.0710934
841,840,88,1,0,1,0.010781495,5,840,hill,Rose Hill,KY,38.3359136,-83.2343456
843,842,188,1,0,1,0.004478596,3,842,hill,Sand Hill,KY,37.1050448,-86.3858179
844,843,82,1,0,1,0.003683318,4,843,hill,Sand Hill,KY,38.663963,-83.6257503
847,846,84,0.760307952,0.239692048,0,0.004972215,5,846,hill,Sugar Hill,KY,37.1270233,-84.5543855
852,851,87,1,0,1,0.016026535,8,851,hill,Walnut Hill,KY,37.9592451,-84.4157687
853,852,87,1,0,1,0.016026535,8,852,hill,Walnut Hill,KY,38.0111892,-84.3874347
855,854,86,1,0,1,0.005483464,7,854,hill,Bighill,KY,37.554528,-84.2082651
861,860,86,1,0,1,0.005483464,7,860,hill,Pine Hill,KY,37.3295293,-84.2632681
863,862,65,1,0,1,0.118050561,1,862,hill,Hickory Hill,KY,38.2875699,-85.5682938
864,863,65,1,0,1,0.118050561,1,863,hill,Murray Hill,KY,38.2903476,-85.5882941
865,864,65,1,0,1,0.118050561,1,864,hill,Thornhill,KY,38.2884032,-85.6257945
866,865,61,0.471612105,0.528387895,0,0.109694028,6,865,hill,Johns Hill,KY,39.0511111,-84.4872222
867,866,88,0.765936484,0.234063516,0,0.010781495,5,866,hill,Oak Hill,KY,38.0702536,-83.2940299
868,867,82,1,0,1,0.003683318,4,867,hill,Shawnee Hill,KY,38.6291854,-83.7969361
869,868,86,0.935575764,0.064424236,0,0.005483464,7,868,hill,Sand Hill,KY,37.7231902,-84.0271493
871,870,86,1,0,1,0.005483464,7,870,hill,Rice Hill,KY,37.494586,-84.1912235
872,871,86,1,0,1,0.005483464,7,871,hill,Big Hill,KY,37.5150963,-84.1812503
875,874,87,0.589489784,0.410510216,0,0.016026535,8,874,hill,Oak Hill,KY,37.7578828,-84.598035
880,879,84,1,0,1,0.004972215,5,879,hill,Red Hill,KY,37.22871,-85.0035
884,883,176,0.816706557,0.183293443,0,0.005254444,5,883,hill,Cherry Hill,KY,37.29434,-87.16823
885,884,176,0.816706557,0.183293443,0,0.005254444,5,884,hill,Liberty Hill,KY,37.23228,-87.1142
886,885,176,0.816706557,0.183293443,0,0.005254444,5,885,hill,Pleasant Hill,KY,37.1743,-87.15274
887,886,176,0.816706557,0.183293443,0,0.005254444,5,886,hill,Dug Hill,KY,37.46069,-87.11386
888,887,176,1,0,1,0.005254444,5,887,hill,Pleasant Hill,KY,37.15666,-87.43645
889,888,163,1,0,1,0.001334296,8,888,hill,Temple Hill,KY,36.68305,-88.25129
892,891,67,1,0,1,0.000793024,2,891,hill,Spring Hill,KY,37.04627,-88.70314
893,892,45,0.952319799,0.047680201,0,0.020096772,4,892,hill,King Hill,LA,31.877941,-93.3265606
895,894,46,0.772112037,0.227887963,0,0.010351937,5,894,hill,Hill,LA,32.0829372,-92.419588
896,895,46,0.563418049,0.436581951,0,0.010351937,5,895,hill,Pleasant Hill,LA,32.4801537,-93.0765516
898,897,46,0.914484685,0.085515315,0,0.010351937,5,897,hill,Spring Hill,LA,32.2087677,-92.6407055
899,898,46,1,0,1,0.010351937,5,898,hill,Union Hill,LA,31.9407181,-92.7390408
900,899,46,0.676852508,0.323147492,0,0.010351937,5,899,hill,Pleasant Hill,LA,32.2065448,-92.4334776
902,901,32,0.117463884,0.882536116,0,0.124831034,6,901,hill,Flower Hill,LA,30.8818466,-91.4167806
903,902,46,0.547913158,0.452086842,0,0.010351937,5,902,hill,Hemphill,LA,31.2493483,-92.7745936
904,903,32,0.100688607,0.899311393,0,0.124831034,6,903,hill,Laurel Hill,LA,30.9535115,-91.3403896
906,905,45,1,0,1,0.020096772,4,905,hill,Grove Hill,LA,31.9618304,-93.5604565
907,906,45,0.617270697,0.382729303,0,0.020096772,4,906,hill,Oak Hill,LA,32.0129415,-93.7479614
908,907,45,1,0,1,0.020096772,4,907,hill,Old Pleasant Hill,LA,31.8557213,-93.5132332
909,908,46,0.621814166,0.378185834,0,0.010351937,5,908,hill,Liberty Hill,LA,32.6293161,-92.8037656
910,909,46,0.668457859,0.331542141,0,0.010351937,5,909,hill,Pleasant Hill,LA,32.4826513,-92.7334853
911,910,46,0.766845651,0.233154349,0,0.010351937,5,910,hill,Breezy Hill,LA,31.6604502,-92.4368068
912,911,46,0.988630986,0.011369014,0,0.010351937,5,911,hill,Jordan Hill,LA,31.8540552,-92.5226444
913,912,46,0.547913158,0.452086842,0,0.010351937,5,912,hill,Rock Hill,LA,31.447122,-92.5709763
914,913,46,1,0,1,0.010351937,5,913,hill,Tannehill,LA,31.9979392,-92.6551498
916,915,46,0.54634073,0.45365927,0,0.010351937,5,915,hill,Oakhill,LA,31.7621083,-93.1479437
917,916,45,1,0,1,0.020096772,4,916,hill,Pleasant Hill,LA,31.9273851,-93.3765621
918,917,46,0.631682424,0.368317576,0,0.010351937,5,917,hill,Mars Hill,LA,31.718223,-92.7968199
919,918,46,0.908322207,0.091677793,0,0.010351937,5,918,hill,Mulberry Hill,LA,32.0729373,-92.843211
920,919,46,1,0,1,0.010351937,5,919,hill,Pleasant Hill,LA,31.8293334,-92.5695901
921,920,46,1,0,1,0.010351937,5,920,hill,Zion Hill,LA,32.0093279,-92.6401494
923,922,46,0.547913158,0.452086842,0,0.010351937,5,922,hill,Walnut Hill,LA,31.1968498,-93.091827
924,923,32,0.150525962,0.849474038,0,0.124831034,6,923,hill,Rose Hill,LA,30.5624111,-91.3120542
927,926,46,0.717898919,0.282101081,0,0.010351937,5,926,hill,Liberty Hill,LA,32.3376552,-92.8921015
928,927,45,1,0,1,0.020096772,4,927,hill,Pleasant Hill,LA,31.8198888,-93.5143443
930,929,32,0.150525962,0.849474038,0,0.124831034,6,929,hill,Starhill,LA,30.7621276,-91.3070554
932,931,32,1,0,1,0.124831034,6,931,hill,Forest Hill,LA,30.4154692,-91.0948269
933,932,32,0.832929708,0.167070292,0,0.124831034,6,932,hill,Kings Hill,LA,30.3910253,-91.1098272
934,933,32,0.539961643,0.460038357,0,0.124831034,6,933,hill,Lafitte Hill,LA,30.3451931,-91.0603812
935,934,32,1,0,1,0.124831034,6,934,hill,Oak Hill,LA,30.4482462,-91.0745488
936,935,32,1,0,1,0.124831034,6,935,hill,The Hill,LA,30.415747,-91.0798265
937,936,32,0.560147791,0.439852209,0,0.124831034,6,936,hill,Walnut Hill,LA,30.42908,-91.1489952
938,937,32,1,0,1,0.124831034,6,937,hill,Beacon Hill,LA,30.4096359,-91.066215
940,939,166,0.454980742,0.545019258,0,0.078226054,5,939,hill,Farm Hill,MA,42.4939841,-71.0906086
944,943,186,1,0,1,0.016981703,6,943,hill,Old Hill,MA,42.104261,-72.5675882
945,944,186,1,0,1,0.016981703,6,944,hill,Sandy Hill,MA,42.1542597,-72.6064782
946,945,186,1,0,1,0.016981703,6,945,hill,Upper Hill,MA,42.1098164,-72.5536989
947,946,153,0.908314061,0.091685939,0,0.334647732,7,946,hill,Chandler Hill,MA,42.2737042,-71.7911822
948,947,153,1,0,1,0.334647732,7,947,hill,Oak Hill,MA,42.2584266,-71.7897932
949,948,153,1,0,1,0.334647732,7,948,hill,Union Hill,MA,42.2514823,-71.7911821
950,949,153,0.620040562,0.379959438,0,0.334647732,7,949,hill,College Hill,MA,42.2334269,-71.8106268
951,950,153,1,0,1,0.334647732,7,950,hill,Vernon Hill,MA,42.2445378,-71.7995155
952,951,153,0.09168867,0.90831133,0,0.334647732,7,951,hill,Robin Hill,MA,42.360649,-71.5958998
954,953,166,0.298424299,0.701575701,0,0.078226054,5,953,hill,Silver Hill,MA,42.3959287,-71.3022801
955,954,166,0.230199323,0.769800677,0,0.078226054,5,954,hill,Cedar Hill,MA,42.1334317,-71.2828328
956,955,166,0.254165477,0.745834523,0,0.078226054,5,955,hill,Tower Hill,MA,42.3681511,-71.3383922
957,956,166,0.537139418,0.462860582,0,0.078226054,5,956,hill,Shakerhill,MA,42.4584286,-71.1800549
958,957,166,0.537139418,0.462860582,0,0.078226054,5,957,hill,Walnut Hill,MA,42.4959283,-71.1286651
959,958,166,0.364937205,0.635062795,0,0.078226054,5,958,hill,Birds Hill,MA,42.2750979,-71.2119989
960,959,166,0.637531064,0.362468936,0,0.078226054,5,959,hill,Chestnut Hill,MA,42.3306529,-71.1661647
963,962,166,1,0,1,0.078226054,5,962,hill,Spring Hill,MA,42.38843,-71.1092192
964,963,166,0.97913574,0.02086426,0,0.078226054,5,963,hill,Winter Hill,MA,42.39593,-71.0989412
965,964,166,0.86100268,0.13899732,0,0.078226054,5,964,hill,Meeting House Hill,MA,42.3070426,-71.061995
966,965,166,0.475850509,0.524149491,0,0.078226054,5,965,hill,Milton Hill,MA,42.2650989,-71.0578277
967,966,166,0.92380433,0.07619567,0,0.078226054,5,966,hill,Savin Hill,MA,42.3125982,-71.0578282
968,967,166,0.27062993,0.72937007,0,0.078226054,5,967,hill,Rye Hill,MA,42.0862121,-70.9078207
969,968,166,0.24848894,0.75151106,0,0.078226054,5,968,hill,Breezy Hill,MA,42.0320462,-70.8439297
971,970,166,0.427190708,0.572809292,0,0.078226054,5,970,hill,Cottage Hill,MA,42.3681534,-70.9689376
973,972,153,1,0,1,0.334647732,7,972,hill,Belmont Hill,MA,42.2709264,-71.7967378
974,973,166,0.286154618,0.713845382,0,0.078226054,5,973,hill,Fort Hill,MA,42.2376002,-70.9036567
975,974,151,0.37868992,0.62131008,0,0.039462095,3,974,hill,Ward Hill,MA,42.7567572,-71.1036688
976,975,166,0.92380433,0.07619567,0,0.078226054,5,975,hill,Beacon Hill,MA,42.3587085,-71.067829
977,976,166,1,0,1,0.078226054,5,976,hill,Avon Hill,MA,42.3867634,-71.1239418
978,977,166,1,0,1,0.078226054,5,977,hill,Strawberry Hill,MA,42.3795411,-71.1531092
979,978,166,1,0,1,0.078226054,5,978,hill,Coolidge Hill,MA,42.3737079,-71.1389421
980,979,166,0.726883616,0.273116384,0,0.078226054,5,979,hill,Admirals Hill,MA,42.390097,-71.0475511
981,980,186,1,0,1,0.016981703,6,980,hill,Springfield Hill,MA,42.1217599,-72.710648
983,982,166,0.420534655,0.579465345,0,0.078226054,5,982,hill,Fox Hill,MA,42.528983,-71.191167
984,983,223,0.891956139,0.108043861,0,0.101167335,8,983,hill,Fair Hill,MD,39.7023332,-75.8679959
985,984,229,0.866076534,0.133923466,0,0.048345154,5,984,hill,Federal Hill,MD,39.6409385,-76.4713531
986,985,225,0.832498107,0.167501893,0,0.030675704,1,985,hill,Flint Hill,MD,39.3137141,-77.3972078
987,986,229,1,0,1,0.048345154,5,986,hill,Forest Hill,MD,39.5851063,-76.387739
988,987,161,0.772069121,0.227930879,0,0.014990109,5,987,hill,Green Hill,MD,38.3115093,-75.7785413
989,988,233,0.802018069,0.197981931,0,0.062314944,8,988,hill,Marble Hill,MD,39.4959393,-76.6505268
990,989,161,0.657850247,0.342149753,0,0.014990109,5,989,hill,Snow Hill,MD,38.1770634,-75.3926959
991,990,229,0.849107033,0.150892967,0,0.048345154,5,990,hill,Chestnut Hill,MD,39.6128839,-76.3532932
992,991,223,0.651271778,0.348728222,0,0.101167335,8,991,hill,Bel Hill,MD,39.6306675,-75.8260493
993,992,223,0.682618533,0.317381467,0,0.101167335,8,992,hill,Boot Hill,MD,39.664556,-75.8521618
995,994,223,1,0,1,0.101167335,8,994,hill,Foxcatcher at Fair Hill,MD,39.712333,-75.8729961
998,997,223,1,0,1,0.101167335,8,997,hill,Northminster at Fair Hill,MD,39.6959444,-75.8732739
999,998,223,0.891956139,0.108043861,0,0.101167335,8,998,hill,Old Line Village of Fair Hill,MD,39.7206662,-75.8932748
1001,1000,222,0.979424825,0.020575175,0,0.01288378,3,1000,hill,Vinegar Hill,MD,39.6737198,-76.116062
1002,1001,223,1,0,1,0.101167335,8,1001,hill,Wyn Lea at Fair Hill,MD,39.6964999,-75.9043864
1003,1002,231,0.797968794,0.202031206,0,0.028899682,5,1002,hill,Aspen Hill,MD,39.0795529,-77.0730338
1006,1005,227,0.73827019,0.26172981,0,0.032681783,2,1005,hill,Beacon Hill,MD,39.0423332,-76.4199593
1010,1009,223,1,0,1,0.101167335,8,1009,hill,Cedar Hill,MD,39.6751114,-75.8918858
1012,1011,229,1,0,1,0.048345154,5,1011,hill,Cherry Hill,MD,39.6423278,-76.3805164
1013,1012,223,0.682088084,0.317911916,0,0.101167335,8,1012,hill,Cherry Hill,MD,39.6634449,-75.8527174
1014,1013,233,1,0,1,0.062314944,8,1013,hill,Chestnut Hill,MD,39.4053843,-76.6196911
1015,1014,229,1,0,1,0.048345154,5,1014,hill,Chrome Hill,MD,39.6226057,-76.4205178
1016,1015,225,0.856894304,0.143105696,0,0.030675704,1,1015,hill,Church Hill,MD,39.3439911,-77.4749866
1018,1017,233,1,0,1,0.062314944,8,1017,hill,Cub Hill,MD,39.4089959,-76.5135758
1019,1018,227,0.935731425,0.064268575,0,0.032681783,2,1018,hill,Eagle Hill,MD,39.0892769,-76.473572
1020,1019,161,0.850106142,0.149893858,0,0.014990109,5,1019,hill,Glass Hill,MD,38.3895609,-75.4390856
1023,1022,161,0.811824255,0.188175745,0,0.014990109,5,1022,hill,Greenhill,MD,38.1187332,-75.6607603
1024,1023,233,1,0,0,0.062314944,8,1023,hill,Haver Hill,MD,39.404829,-76.5521884
1025,1024,231,0.819566274,0.180433726,0,0.028899682,5,1024,hill,Holly Hill,MD,39.0081653,-77.1635905
1026,1025,225,1,0,1,0.030675704,1,1025,hill,Hope Hill,MD,39.3334362,-77.3963744
1027,1026,233,0.930497429,0.069502571,0,0.062314944,8,1026,hill,Hunters Hill,MD,39.4337175,-76.6069132
1028,1027,226,1,0,1,0.037447828,8,1027,hill,Hunting Hill,MD,39.0970525,-77.2069256
1029,1028,223,0.651271778,0.348728222,0,0.101167335,8,1028,hill,Iron Hill,MD,39.6456673,-75.7904921
1030,1029,161,0.657850247,0.342149753,0,0.014990109,5,1029,hill,Kitts Hill,MD,38.3323373,-75.1868544
1031,1030,231,0.72104877,0.27895123,0,0.028899682,5,1030,hill,Layhill,MD,39.0923305,-77.0444222
1032,1031,233,1,0.344729375,0,0.062314944,8,1031,hill,Loch Hill,MD,39.3767735,-76.5819114
1035,1034,161,0.842884743,0.157115257,0,0.014990109,5,1034,hill,Pea Hill,MD,38.3084535,-75.7479849
1038,1037,223,0.723980218,0.276019782,0,0.101167335,8,1037,hill,Pleasant Hill,MD,39.6703893,-75.9021641
1039,1038,231,1,0,1,0.028899682,5,1038,hill,Pooks Hill,MD,39.0139985,-77.1060895
1040,1039,233,1,0,0,0.062314944,8,1039,hill,Putty Hill,MD,39.3767739,-76.5060751
1041,1040,213,0.890079357,0.109920643,0,0.01354185,4,1040,hill,Red Hill,MD,39.4681553,-77.697214
1044,1043,231,0.840409074,0.159590926,0,0.028899682,5,1043,hill,Spring Hill,MD,39.0039988,-77.0719221
1046,1045,231,1,0,1,0.028899682,5,1045,hill,Tulip Hill,MD,38.9673326,-77.13359
1047,1046,161,0.842884743,0.157115257,0,0.014990109,5,1046,hill,Upper Hill,MD,38.1117898,-75.7902082
1048,1047,161,0.609370578,0.390629422,0,0.014990109,5,1047,hill,Windyhill,MD,38.6815049,-75.9774377
1049,1048,187,1,0,1,0.017511907,4,1048,hill,Echo Hill,MD,39.3631664,-76.114672
1050,1049,187,1,0,1,0.017511907,4,1049,hill,Goose Hill,MD,39.2587205,-76.0560572
1051,1050,187,1,0,1,0.017511907,4,1050,hill,Orchard Hill,MD,39.2195539,-76.0968919
1052,1051,187,1,0,1,0.017511907,4,1051,hill,Parson Hill,MD,39.3073323,-76.0982818
1053,1052,233,0.780286898,0.219713102,0,0.062314944,8,1052,hill,Lutz Hill,MD,39.3326073,-76.5219084
1054,1053,233,0.890367409,0.109632591,0,0.062314944,8,1053,hill,Ashlar Hill,MD,39.3792735,-76.5733
1055,1054,233,0.777333983,0.222666017,0,0.062314944,8,1054,hill,Manor Hill,MD,39.4664955,-76.5338552
1056,1055,233,1,0,1,0.062314944,8,1055,hill,Summer Hill,MD,39.4334401,-76.5341324
1057,1056,161,0.602289306,0.397710694,0,0.014990109,5,1056,hill,Mulberry Hill,MD,38.7862266,-76.0593855
1058,1057,161,0.609370578,0.390629422,0,0.014990109,5,1057,hill,Poplar Hill,MD,38.752894,-76.0746634
1060,1059,233,0.930497429,0.069502571,0,0.062314944,8,1059,hill,Beacon Hill,MD,39.4767729,-76.6308036
1061,1060,233,0.916116525,0.083883475,0,0.062314944,8,1060,hill,Chapel Hill,MD,39.4376062,-76.6602488
1062,1061,233,1,0,1,0.062314944,8,1061,hill,Dembeigh Hill,MD,39.3753843,-76.6427473
1064,1063,233,0.67856773,0.32143227,0,0.062314944,8,1063,hill,Hunt Cup Hill,MD,39.478439,-76.7169182
1065,1064,233,0.930497429,0.069502571,0,0.062314944,8,1064,hill,Ivy Hill,MD,39.4848281,-76.6680274
1066,1065,233,0.607270651,0.392729349,0,0.062314944,8,1065,hill,Leisure Hill,MD,39.4017727,-76.7319178
1068,1067,233,1,0,1,0.062314944,8,1067,hill,Murray Hill,MD,39.3884398,-76.6302469
1069,1068,233,1,0,1,0.062314944,8,1068,hill,Oak Hill,MD,39.3859398,-76.6316357
1071,1070,233,1,0,0,0.062314944,8,1070,hill,Berryhill,MD,39.3812185,-76.4552401
1072,1071,233,1,0,0,0.062314944,8,1071,hill,Lawrence Hill,MD,39.3820519,-76.4499621
1074,1073,233,1,0,1,0.062314944,8,1073,hill,Spring Hill,MD,39.3967739,-76.4905191
1075,1074,233,1,0,1,0.062314944,8,1074,hill,Tarton Hill,MD,39.3834407,-76.4557956
1078,1077,221,0.6813794,0.3186206,0,0.016540463,1,1077,hill,Tintop Hill,MD,38.3223483,-76.6185709
1079,1078,231,1,0,1,0.028899682,5,1078,hill,Spring Hill,MD,38.9537218,-77.1063673
