hill_DensityBasedClustering4minfeature.OBJECTID,hill_DensityBasedClustering4minfeature.SOURCE_ID,cluster,hill_DensityBasedClustering4minfeature.PROB,hill_DensityBasedClustering4minfeature.OUTLIER,hill_DensityBasedClustering4minfeature.EXEMPLAR,hill_DensityBasedClustering4minfeature.STABILITY,hill_DensityBasedClustering4minfeature.COLOR_ID,hill.FID,Suffix,Placename,State,Lat,Long
345,344,195,1,0,1,0.18009646,1,344,hill,Bunker Hill,CT,41.571208,-73.0634415
346,345,195,1,0,1,0.18009646,1,345,hill,Burnt Hill,CT,41.5742638,-73.0339959
348,347,194,0.951060173,0.048939827,0,0.074822637,2,347,hill,Greenfield Hill,CT,41.1764854,-73.2917826
349,348,194,1,0,1,0.074822637,2,348,hill,Grover Hill,CT,41.1464857,-73.2284467
350,349,132,1,0,1,0.019983594,3,349,hill,Liberty Hill,CT,41.6656543,-72.2548017
351,350,194,0.770847888,0.229152112,0,0.074822637,2,350,hill,Long Hill,CT,41.2656518,-73.224281
352,351,195,0.997022653,0.002977347,0,0.18009646,1,351,hill,Long Hill,CT,41.5656527,-73.0228844
353,352,194,0.899490008,0.100509992,0,0.074822637,2,352,hill,Mill Hill,CT,41.1773192,-73.1601107
355,354,194,1,0,1,0.074822637,2,354,hill,Ox Hill,CT,41.2284297,-73.2190027
356,355,198,1,0,1,0.007453563,6,355,hill,Palmers Hill,CT,41.063708,-73.5659576
358,357,196,1,0,1,0.005125475,5,357,hill,Rocky Hill,CT,41.6648216,-72.6392587
359,358,132,1,0,1,0.019983594,3,358,hill,Spring Hill,CT,41.7870428,-72.2239671
360,359,198,1,0,1,0.007453563,6,359,hill,Talmadge Hill,CT,41.1187076,-73.499011
361,360,194,1,0,1,0.074822637,2,360,hill,Toilsome Hill,CT,41.2020409,-73.2226138
362,361,195,1,0,1,0.18009646,1,361,hill,Town Plot Hill,CT,41.5389857,-73.0528855
363,362,194,1,0,1,0.074822637,2,362,hill,Tunxis Hill,CT,41.1762077,-73.2406698
364,363,132,1,0,1,0.019983594,3,363,hill,Village Hill,CT,41.6831543,-72.2381345
365,364,195,1,0,1,0.18009646,1,364,hill,West Side Hill,CT,41.5539857,-73.0612192
366,365,132,1,0,1,0.019983594,3,365,hill,Wormwood Hill,CT,41.8223202,-72.1950778
371,370,132,0.865491485,0.134508515,0,0.019983594,3,370,hill,Willington Hill,CT,41.8750974,-72.2639679
372,371,196,0.910061266,0.089938734,0,0.005125475,5,371,hill,Long Hill,CT,41.5312095,-72.659816
375,374,196,0.882917296,0.117082704,0,0.005125475,5,374,hill,Autumn HIll,CT,41.5173196,-72.8720458
378,377,198,1,0,1,0.007453563,6,377,hill,Pine Hill,CT,41.0806523,-73.634016
379,378,196,1,0,1,0.005125475,5,378,hill,West Hill,CT,41.7817666,-72.7275948
380,379,196,1,0,1,0.005125475,5,379,hill,Turkey Hill,CT,41.6156544,-72.7856534
381,380,196,1,0,1,0.005125475,5,380,hill,Elm Hill,CT,41.6745441,-72.7448183
384,383,231,0.846509141,0.153490859,0,0.028899682,5,383,hill,Colony Hill,DC,38.913167,-77.0872003
385,384,161,1,0,1,0.014990109,5,384,hill,Edge Hill,DE,39.168168,-75.516868
387,386,161,1,0,1,0.014990109,5,386,hill,Star Hill,DE,39.1053904,-75.5404797
388,387,161,1,0.604359465,0,0.014990109,5,387,hill,Holly Hill,DE,38.8401131,-75.4293639
390,389,224,0.559392474,0.440607526,0,0.175777092,6,389,hill,Coach Hill,DE,39.7117785,-75.7052103
393,392,224,0.991025307,0.008974693,0,0.175777092,6,392,hill,Snug Hill,DE,39.791778,-75.6746543
394,393,224,0.819153542,0.180846458,0,0.175777092,6,393,hill,Horseshoe Hill,DE,39.7987224,-75.6704876
395,394,224,1,0,1,0.175777092,6,394,hill,Walnut Hill,DE,39.7987221,-75.6941003
396,395,224,0.571956202,0.428043798,0,0.175777092,6,395,hill,Mockingbird Hill,DE,39.7592786,-75.6774312
397,396,224,0.471772302,0.528227698,0,0.175777092,6,396,hill,Beech Hill,DE,39.7503894,-75.7274341
398,397,224,0.787002122,0.212997878,0,0.175777092,6,397,hill,Cricket Hill,DE,39.7889999,-75.7149347
399,398,161,0.705478524,0.294521476,0,0.014990109,5,398,hill,Dublin Hill,DE,38.7531692,-75.6535398
400,399,161,1,0,1,0.014990109,5,399,hill,Flea Hill,DE,38.6623361,-75.435753
401,400,161,1,0,1,0.014990109,5,400,hill,Gravel Hill,DE,38.7142795,-75.3157472
402,401,161,0.635516678,0.364483322,0,0.014990109,5,401,hill,Green Hill,DE,38.7912233,-75.1671289
403,402,161,0.948364911,0.051635089,0,0.014990109,5,402,hill,Hickory Hill,DE,38.538725,-75.3065803
404,403,161,1,0,1,0.014990109,5,403,hill,Phillips Hill,DE,38.5690028,-75.3329703
405,404,224,0.525150783,0.474849217,0,0.175777092,6,404,hill,Pleasant Hill,DE,39.7406672,-75.7274341
406,405,161,1,0,1,0.014990109,5,405,hill,Sand Hill,DE,38.7320574,-75.3601939
407,406,161,1,0.587333322,0,0.014990109,5,406,hill,Spring Hill,DE,38.9667795,-75.431586
409,408,161,0.920754421,0.079245579,0,0.014990109,5,408,hill,Smith Hill,DE,38.4951156,-75.5129778
411,410,224,1,0,1,0.175777092,6,410,hill,Meeting House Hill,DE,39.7917779,-75.6921555
412,411,224,1,0,1,0.175777092,6,411,hill,Hickory Hill,DE,39.7801114,-75.6927107
413,412,224,0.425408847,0.574591153,0,0.175777092,6,412,hill,Swallow Hill,DE,39.7940006,-75.6352073
414,413,224,0.892071392,0.107928608,0,0.175777092,6,413,hill,Church Hill,DE,39.7723339,-75.6732646
415,414,224,0.473838001,0.526161999,0,0.175777092,6,414,hill,Chapel Hill,DE,39.7015005,-75.7310451
416,415,224,0.559392474,0.440607526,0,0.175777092,6,415,hill,Linden Hill,DE,39.7301119,-75.6935429
417,416,224,0.357063855,0.642936145,0,0.175777092,6,416,hill,Cherry Hill,DE,39.6820558,-75.7727138
418,417,224,1,0,1,0.175777092,6,417,hill,Quaker Hill,DE,39.7973333,-75.6927113
419,418,224,0.559392474,0.440607526,0,0.175777092,6,418,hill,The Village of Drummond Hill,DE,39.714834,-75.7102106
420,419,161,1,0,1,0.014990109,5,419,hill,Edgehill,DE,39.1659,-75.5133
421,420,161,1,0,1,0.014990109,5,420,hill,Pleasant Hill,DE,39.1047,-75.5177
422,421,161,1,0.515764686,0,0.014990109,5,421,hill,Chimney Hill,DE,39.0233,-75.5581
424,423,21,1,0,1,0.000448229,5,423,hill,Center Hill,FL,28.6499942,-81.9925814
426,425,63,0.783901476,0.216098524,0,0.003681951,3,425,hill,Cottage Hill,FL,30.6326926,-87.3199753
427,426,63,0.779522005,0.220477995,0,0.003681951,3,426,hill,Farm Hill,FL,30.6138041,-87.3535876
429,428,21,1,0,1,0.000448229,5,428,hill,Holly Hill,FL,29.2435916,-81.0375555
430,429,23,1,0,1,0.093640627,8,429,hill,Kennedy Hill,FL,28.0019655,-82.302314
431,430,115,0.517961091,0.482038909,0,0.012134386,2,430,hill,Knox Hill,FL,30.6415803,-85.957714
434,433,30,1,0,1,0.047821786,1,433,hill,Murray Hill,FL,30.3124614,-81.7100976
435,434,30,1,0,1,0.047821786,1,434,hill,North Oak Hill,FL,30.2535727,-81.772877
437,436,30,1,0,1,0.047821786,1,436,hill,Oak Hill,FL,30.2463506,-81.7512093
438,437,21,1,0,1,0.000448229,5,437,hill,Snow Hill,FL,28.7033287,-81.1145063
439,438,63,1,0,1,0.003681951,3,438,hill,Walnut Hill,FL,30.8854631,-87.5099827
440,439,30,0.481794149,0.518205851,0,0.047821786,1,439,hill,Holiday Hill,FL,30.304129,-81.5803696
441,440,115,0.550373959,0.449626041,0,0.012134386,2,440,hill,Hickory Hill,FL,30.8221307,-85.9249356
442,441,115,0.550373959,0.449626041,0,0.012134386,2,441,hill,Rock Hill,FL,30.6007485,-86.1060511
444,443,63,0.783901476,0.216098524,0,0.003681951,3,443,hill,Spring Hill,FL,30.7674108,-86.9416295
449,448,30,1,0,1,0.047821786,1,448,hill,Murray Hill,FL,30.3194058,-81.7162091
451,450,115,0.561616027,0.438383973,0,0.012134386,2,450,hill,Sand Hill,FL,30.8371302,-86.1904984
453,452,101,1,0,1,0.008973473,7,452,hill,Zion Hill,FL,30.4807551,-84.3229573
454,453,21,1,0,1,0.000448229,5,453,hill,Bay Hill,FL,28.4680604,-81.5161839
455,454,22,0.802458206,0.197541794,0,0.217798285,6,454,hill,Beacon Hill,FL,27.9982,-82.4379
456,455,22,0.291779656,0.708220344,0,0.217798285,6,455,hill,Berryhill,FL,27.9629,-82.3905
457,456,23,0.857468096,0.142531904,0,0.093640627,8,456,hill,Diamond Hill,FL,27.9663,-82.2336
458,457,23,1,0,1,0.093640627,8,457,hill,Eleven Mile Hill,FL,27.9819,-82.2921
459,458,22,1,0,1,0.217798285,6,458,hill,Center Hill,FL,28.0095,-82.4573
461,460,22,1,0,1,0.217798285,6,460,hill,Cotters Spring Hill,FL,28.0116,-82.4616
463,462,22,1,0,1,0.217798285,6,462,hill,Healthy Hill,FL,28.0011,-82.4549
464,463,23,1,0,1,0.093640627,8,463,hill,Hickory Hill,FL,28.0005,-82.2708
466,465,23,1,0,1,0.093640627,8,465,hill,Pineapple Hill,FL,27.9989,-82.2275
467,466,23,0.95994903,0.04005097,0,0.093640627,8,466,hill,North Hill,FL,27.9583,-82.291
469,468,23,1,0,1,0.093640627,8,468,hill,Oak Hill,FL,27.9616,-82.3053
470,469,22,1,0,1,0.217798285,6,469,hill,Spring Hill,FL,28.0309,-82.4529
471,470,22,0.949924944,0.050075056,0,0.217798285,6,470,hill,Sulphur Hill,FL,28.0272,-82.4447
472,471,23,0.699627681,0.300372319,0,0.093640627,8,471,hill,Sunny Hill,FL,27.9985,-82.2089
474,473,22,0.288734359,0.711265641,0,0.217798285,6,473,hill,Terrace Hill,FL,28.0452,-82.3786
475,474,22,0.52517791,0.47482209,0,0.217798285,6,474,hill,Watch Hill,FL,27.9677,-82.4301
476,475,182,1,0.037040874,0,0.025812211,8,475,hill,Ben Hill,GA,33.6906644,-84.5113194
478,477,99,0.907369117,0.092630883,0,0.002382982,1,477,hill,Orchard Hill,GA,33.1865071,-84.2113095
479,478,182,0.775490609,0.224509391,0,0.025812211,8,478,hill,Pleasant Hill,GA,33.9409359,-84.1221369
480,479,92,1,0,1,0.035115484,7,479,hill,Cresthill,GA,31.9899346,-81.0873338
482,481,182,0.709103579,0.290896421,0,0.025812211,8,481,hill,Chapel Hill,GA,33.6862202,-84.7157681
485,484,104,1,0,1,0.000928918,2,484,hill,Liberty Hill,GA,31.4010135,-83.9396234
486,485,99,1,0.02458026,0,0.002382982,1,485,hill,Massey Hill,GA,32.860142,-83.3465531
487,486,73,1,0,1,0.006251196,5,486,hill,Murray Hill,GA,32.959602,-81.7167787
488,487,105,1,0,1,0.04345852,4,487,hill,New Rock Hill,GA,31.001301,-83.5743311
489,488,104,0.989642447,0.010357553,0,0.000928918,2,488,hill,Oak Hill,GA,31.6026716,-84.4771362
492,491,101,1,0,1,0.008973473,7,491,hill,Rocky Hill,GA,30.7026955,-84.2101772
494,493,99,1,0,1,0.002382982,1,493,hill,Sun Hill,GA,32.9515442,-82.7293019
495,494,30,0.177504006,0.822495994,0,0.047821786,1,494,hill,Traders Hill,GA,30.7796774,-82.030949
497,496,73,1,0,1,0.006251196,5,496,hill,White Hill,GA,32.6798919,-81.5731637
498,497,173,1,0,1,0.006381326,3,497,hill,Union Hill,GA,34.5023229,-83.2832162
500,499,175,0.54685255,0.45314745,0,0.02705674,6,499,hill,Sugar Hill,GA,34.7700865,-84.1732486
501,500,175,0.497193658,0.502806342,0,0.02705674,6,500,hill,Bunker Hill,GA,34.8395312,-84.0510235
502,501,105,0.453902093,0.546097907,0,0.04345852,4,501,hill,Burney Hill,GA,31.1662989,-83.5284976
503,502,105,0.340650599,0.659349401,0,0.04345852,4,502,hill,Center Hill,GA,31.1390747,-83.8979521
504,503,182,1,0.034695314,0,0.025812211,8,503,hill,Center Hill,GA,33.7748286,-84.4718745
505,504,107,0.370120559,0.629879441,0,0.025710467,5,504,hill,Church Hill,GA,32.1632116,-84.5454735
506,505,103,1,0,1,0.000557046,6,505,hill,Cotton Hill,GA,31.7309976,-84.9668704
507,506,123,0.291908488,0.708091512,0,0.032885844,8,506,hill,Curry Hill,GA,33.8431795,-82.5304092
508,507,172,1,0,1,0.010703596,2,507,hill,Diamond Hill,GA,34.0634452,-83.2779319
509,508,173,1,0,1,0.006381326,3,508,hill,Dicks Hill,GA,34.5834314,-83.4262782
510,509,30,0.177504006,0.822495994,0,0.047821786,1,509,hill,Flea Hill,GA,30.7930113,-81.8392761
511,510,107,0.542143674,0.457856326,0,0.025710467,5,510,hill,Gobblers Hill,GA,32.2818172,-84.7190897
512,511,107,0.493407125,0.506592875,0,0.025710467,5,511,hill,Gray Hill,GA,32.9248493,-85.0821608
513,512,199,0.515802117,0.484197883,0,0.014102096,4,512,hill,Love Hill,GA,34.9186876,-85.1463407
515,514,181,1,0,1,0.036711501,7,514,hill,Mars Hill,GA,34.0351004,-84.6916025
516,515,123,0.452104986,0.547895014,0,0.032885844,8,515,hill,Mechanic Hill,GA,33.2976433,-81.9584496
517,516,179,0.744268258,0.255731742,0,0.018331956,4,516,hill,Oak Hill,GA,33.5387243,-84.0099115
518,517,175,0.461680012,0.538319988,0,0.02705674,6,517,hill,Oak Hill,GA,34.6509201,-84.4293694
519,518,105,1,0,1,0.04345852,4,518,hill,Pebble Hill,GA,30.9174147,-83.5779404
520,519,107,1,0,1,0.025710467,5,519,hill,Pine Hill,GA,32.4279219,-84.9357637
523,522,175,1,0,1,0.02705674,6,522,hill,Pleasant Hill,GA,34.9453598,-84.2729742
526,525,92,0.682534732,0.317465268,0,0.035115484,7,525,hill,Rabbit Hill,GA,31.9063222,-81.2692751
527,526,173,1,0,1,0.006381326,3,526,hill,Red Hill,GA,34.4351026,-83.2604356
529,528,99,1,0,1,0.002382982,1,528,hill,Rose Hill,GA,33.0323488,-84.3332539
530,529,172,0.810529007,0.189470993,0,0.010703596,2,529,hill,Rose Hill,GA,33.7790099,-83.3112687
531,530,92,1,0,1,0.035115484,7,530,hill,Rose Hill,GA,31.9896562,-81.1112227
532,531,107,1,0,1,0.025710467,5,531,hill,Rose Hill,GA,32.4876422,-84.9829874
533,532,92,1,0,1,0.035115484,7,532,hill,Rossignol Hill,GA,32.0954836,-81.1484456
534,533,105,1,0,1,0.04345852,4,533,hill,Sand Hill,GA,30.984912,-83.6507218
537,536,123,0.237307945,0.762692055,0,0.032885844,8,536,hill,Sandy Hill,GA,33.862901,-82.6984718
538,537,30,0.175358948,0.824641052,0,0.047821786,1,537,hill,Silver Hill,GA,30.8380081,-82.1262307
540,539,175,0.497193658,0.502806342,0,0.02705674,6,539,hill,Stock Hill,GA,34.7075871,-84.2293604
543,542,199,0.515802117,0.484197883,0,0.014102096,4,542,hill,Summit Hill,GA,34.957298,-85.1552301
546,545,92,0.978347886,0.021652114,0,0.035115484,7,545,hill,Wheat Hill,GA,32.1060385,-81.1562235
547,546,123,0.291908488,0.708091512,0,0.032885844,8,546,hill,Winfield Hill,GA,33.6395756,-82.4301272
550,549,92,0.613217984,0.386782016,0,0.035115484,7,549,hill,Richmond Hill,GA,31.9382652,-81.3034433
551,550,99,1,0,1,0.002382982,1,550,hill,Brown Hill,GA,32.5523798,-83.2604371
552,551,101,1,0,1,0.008973473,7,551,hill,Pine Hill,GA,30.722417,-84.2782356
553,552,101,1,0,1,0.008973473,7,552,hill,Pleasant Hill,GA,30.7210285,-84.1665645
555,554,99,1,0,1,0.002382982,1,554,hill,Spring Hill,GA,32.8793024,-83.9596316
557,556,104,1,0,1,0.000928918,2,556,hill,Springhill,GA,31.5232324,-83.9860151
558,557,101,0.931098062,0.068901938,0,0.008973473,7,557,hill,Pebble Hill,GA,30.8085265,-84.0173927
559,558,103,0.977705386,0.022294614,0,0.000557046,6,558,hill,Pleasant Hill,GA,31.4035075,-84.9993717
560,559,105,1,0,1,0.04345852,4,559,hill,Old Rock Hill,GA,31.0101898,-83.5734979
561,560,99,1,0,1,0.002382982,1,560,hill,Laurens Hill,GA,32.5207193,-83.1459865
562,561,99,1,0,1,0.002382982,1,561,hill,Spring Hill,GA,32.6351625,-83.0173689
564,563,107,0.51279359,0.48720641,0,0.025710467,5,563,hill,Green Hill,GA,32.2298742,-84.765479
567,566,123,0.533472644,0.466527356,0,0.032885844,8,566,hill,Chimney Hill,GA,33.5459684,-82.1423417
568,567,173,1,0,1,0.006381326,3,567,hill,Walnut Hill,GA,34.3537156,-83.336548
570,569,181,0.912527501,0.087472499,0,0.036711501,7,569,hill,Oak Hill,GA,34.0070455,-84.7635488
572,571,73,1,0,1,0.006251196,5,571,hill,Green Hill,GA,32.7096127,-81.5928864
573,572,92,0.633194241,0.366805759,0,0.035115484,7,572,hill,Sweet Hill,GA,31.8485472,-81.2423282
574,573,175,0.378787916,0.621212084,0,0.02705674,6,573,hill,Pleasant Hill,GA,34.8942534,-83.9862978
577,576,99,1,0,1,0.002382982,1,576,hill,Beech Hill,GA,32.822378,-83.0090349
579,578,123,0.291908488,0.708091512,0,0.032885844,8,578,hill,Clay Hill,GA,33.6645745,-82.4442943
580,579,99,1,0,1,0.002382982,1,579,hill,Edgehill,GA,33.1523705,-82.6242982
582,581,179,1,0,1,0.018331956,4,581,hill,Flint Hill,GA,33.6703913,-83.8510153
583,582,123,0.291908488,0.708091512,0,0.032885844,8,582,hill,Floral Hill,GA,33.8340131,-82.6251356
584,583,99,1,0,1,0.002382982,1,583,hill,Liberty Hill,GA,33.1534552,-84.1340836
585,584,107,0.493407125,0.506592875,0,0.025710467,5,584,hill,Mountain Hill,GA,32.7231889,-85.0227128
586,585,73,1,0,1,0.006251196,5,585,hill,Paramore Hill,GA,32.7584978,-81.887891
587,586,172,1,0,1,0.010703596,2,586,hill,Hickory Hill,GA,33.8812286,-83.3884923
588,587,92,0.359618549,0.640381451,0,0.035115484,7,587,hill,Cinder Hill,GA,31.8424328,-81.5815007
589,588,107,1,0,1,0.025710467,5,588,hill,Sun Hill,GA,32.4951413,-84.8743748
590,589,107,1,0,1,0.025710467,5,589,hill,Sand Hill,GA,32.407367,-84.8965961
591,590,179,0.961913149,0.038086851,0,0.018331956,4,590,hill,Fountain Hill,GA,33.6128896,-83.992689
592,591,123,0.601950155,0.398049845,0,0.032885844,8,591,hill,Laurel Hill,GA,33.4329159,-82.0567843
593,592,123,1,0,1,0.032885844,8,592,hill,Turrin Hill,GA,33.4481931,-81.9967829
594,593,104,1,0,1,0.000928918,2,593,hill,Garden Hill,GA,31.5354529,-84.1304625
595,594,104,1,0,1,0.000928918,2,594,hill,Murray Hill,GA,31.6029511,-84.1943531
596,595,30,0.16884115,0.83115885,0,0.047821786,1,595,hill,London Hill,GA,30.8446787,-81.6117673
598,597,99,1,0,1,0.002382982,1,597,hill,Briarwood Hill,GA,32.8279176,-83.7082379
599,598,99,1,0,1,0.002382982,1,598,hill,Lakeside Hill,GA,32.8534717,-83.576289
600,599,99,1,0,1,0.002382982,1,599,hill,Lumberhill,GA,32.8215289,-83.7079603
601,600,182,0.733966522,0.266033478,0,0.025812211,8,600,hill,Mockingbird Hill,GA,33.5559449,-84.3827028
602,601,172,1,0,1,0.010703596,2,601,hill,Rebel Hill,GA,33.9903914,-83.4676607
603,602,172,1,0,1,0.010703596,2,602,hill,Windy Hill,GA,33.9376155,-83.4321044
605,604,107,0.378928139,0.621071861,0,0.025710467,5,604,hill,Teaver Hill,GA,33.0209576,-85.1127181
606,605,179,1,0,1,0.018331956,4,605,hill,Beacon Hill,GA,33.5959497,-83.7790678
607,606,179,1,0,1,0.018331956,4,606,hill,Pine Top Hill,GA,33.6356701,-83.8376815
608,607,179,1,0,1,0.018331956,4,607,hill,Springhill,GA,33.5370594,-83.9132407
609,608,181,1,0,1,0.036711501,7,608,hill,Motes Hill,GA,34.0842656,-84.5796549
610,609,181,0.674903988,0.325096012,0,0.036711501,7,609,hill,Pine Hill,GA,34.1000984,-84.5260423
611,610,181,1,0,1,0.036711501,7,610,hill,Chestnut Hill,GA,34.0698214,-84.5707659
612,611,181,1,0,1,0.036711501,7,611,hill,Mitchell Hill,GA,34.0673217,-84.671324
613,612,182,1,0,1,0.025812211,8,612,hill,Riverhill,GA,33.9578792,-84.4099281
614,613,182,1,0,1,0.025812211,8,613,hill,Oak Hill,GA,33.7973286,-84.6654901
615,614,182,1,0.049759103,0,0.025812211,8,614,hill,Sunset Hill,GA,33.750941,-84.7041017
619,618,182,0.970961295,0.029038705,0,0.025812211,8,618,hill,Huntley Hill,GA,33.9120465,-84.3040906
620,619,182,0.792167111,0.207832889,0,0.025812211,8,619,hill,Patriots Hill,GA,33.8445486,-84.1799185
621,620,182,0.665429718,0.334570282,0,0.025812211,8,620,hill,Chapel Hill,GA,33.6784413,-84.2068642
622,621,182,1,0,1,0.025812211,8,621,hill,Briarhill,GA,33.4770585,-84.5715962
623,622,182,1,0,1,0.025812211,8,622,hill,Everhill,GA,33.3853944,-84.5538172
624,623,182,1,0,1,0.025812211,8,623,hill,Spyglass Hill,GA,33.3934497,-84.5688177
625,624,182,1,0,1,0.025812211,8,624,hill,Wickerhill,GA,33.3831723,-84.5515949
627,626,182,0.658467083,0.341532917,0,0.025812211,8,626,hill,Abbey Hill,GA,34.0751006,-84.0687996
628,627,182,0.658467083,0.341532917,0,0.025812211,8,627,hill,Cricket Hill,GA,33.906771,-84.0443554
629,628,92,1,0,1,0.035115484,7,628,hill,Spring Hill,GA,32.0313216,-81.0798342
630,629,182,1,0,1,0.025812211,8,629,hill,Derby Hill,GA,33.8870473,-84.3510368
631,630,182,1,0,1,0.025812211,8,630,hill,East Conway Hill,GA,33.87927,-84.4038166
632,631,182,0.62414408,0.37585592,0,0.025812211,8,631,hill,Lake Union Hill,GA,34.0806539,-84.2790893
633,632,182,1,0.037040874,0,0.025812211,8,632,hill,Pleasant Hill,GA,33.6001109,-84.4710393
634,633,182,1,0.097946145,0,0.025812211,8,633,hill,Brandon Hill,GA,33.5806671,-84.5290962
635,634,182,1,0.067470863,0,0.025812211,8,634,hill,Summerhill,GA,33.7378846,-84.384371
636,635,182,1,0.092495896,0,0.025812211,8,635,hill,Cumberland Hill,GA,33.8753816,-84.4810418
637,636,182,1,0,1,0.025812211,8,636,hill,Dunn Hill,GA,33.8117725,-84.5932664
638,637,182,1,0,1,0.025812211,8,637,hill,Oak Hill,GA,33.8064949,-84.6135446
639,638,182,1,0,1,0.025812211,8,638,hill,Oakhill,GA,33.7817732,-84.5632657
640,639,182,1,0,1,0.025812211,8,639,hill,Valencia Hill,GA,33.9178804,-84.4654857
641,640,181,0.991054046,0.008945954,0,0.036711501,7,640,hill,Iron Hill,GA,34.0806549,-84.6938245
642,641,182,0.970066437,0.029933563,0,0.025812211,8,641,hill,Copen Hill,GA,33.7648281,-84.3568701
643,642,182,0.955102716,0.044897284,0,0.025812211,8,642,hill,Comfort Hill,GA,33.7620499,-84.2890898
645,644,20,0.772332712,0.227667288,0,0.005272898,1,644,hill,Cottage Hill,IA,42.5852751,-90.9137402
656,655,20,0.683212186,0.316787814,0,0.005272898,1,655,hill,Temple Hill,IA,42.2258415,-90.976252
657,656,20,0.840576959,0.159423041,0,0.005272898,1,656,hill,Chapel Hill,IA,41.4922543,-90.6473612
658,657,26,1,0,1,0.001709748,5,657,hill,Pleasant Hill,IA,40.7269726,-91.9579504
663,662,1,0.944503877,0.055496123,0,0.000911451,6,662,hill,Porthill,ID,48.9982855,-116.4979886
665,664,1,0.877082751,0.122917249,0,0.000911451,6,664,hill,Smaq'wqn Hill,ID,47.4779732,-116.6021867
666,665,60,1,0,1,0.000532273,1,665,hill,Barnhill,IL,38.2844921,-88.3642131
667,666,20,1,0,1,0.005272898,1,666,hill,Bishop Hill,IL,41.2017036,-90.1190054
668,667,38,0.11492515,0.88507485,0,0.066661687,6,667,hill,Bunker Hill,IL,39.0428239,-89.951769
669,668,55,1,0,1,0.026625269,4,668,hill,Campbell Hill,IL,37.9300513,-89.5489852
670,669,29,0.430889143,0.569110857,0,0.018958928,6,669,hill,Carbon Hill,IL,41.2969763,-88.3000634
671,670,20,0.992633177,0.007366823,0,0.005272898,1,670,hill,Center Hill,IL,42.0808568,-90.0462367
672,671,29,0.428316601,0.571683399,0,0.018958928,6,671,hill,Cherry Hill,IL,41.5233645,-88.0145005
673,672,29,0.52611802,0.47388198,0,0.018958928,6,672,hill,Crest Hill,IL,41.554753,-88.0986709
674,673,20,1,0,1,0.005272898,1,673,hill,Ginger Hill,IL,41.4380892,-90.5673578
675,674,29,0.4096608,0.5903392,0,0.018958928,6,674,hill,Knob Hill,IL,41.6008633,-88.4972956
676,675,20,0.600513509,0.399486491,0,0.005272898,1,675,hill,Oak Hill,IL,40.7875372,-89.8664971
679,678,34,1,0,1,0.000384658,3,678,hill,Pleasant Hill,IL,39.4433806,-90.8723527
680,679,55,0.395897923,0.604102077,0,0.026625269,4,679,hill,Plum Hill,IL,38.362828,-89.5087003
681,680,34,0.970958418,0.029041582,0,0.000384658,3,680,hill,Portuguese Hill,IL,39.7558805,-90.2153983
684,683,55,1,0,1,0.026625269,4,683,hill,Shiloh Hill,IL,37.925329,-89.6212101
685,684,29,1,0,1,0.018958928,6,684,hill,Ski Hill,IL,42.2019686,-88.2070256
686,685,20,1,0,1,0.005272898,1,685,hill,Spring Hill,IL,41.6125318,-90.0451166
